ID,RegistrationDate,Deposit,UpsellDate,AccessoryRate,PaymentMethod,rateTypeEntity,RatePerUnit,DaysOnDeposit,MainApplicantGender,Age,Region,Town,Occupation,SupplierName,Term,TotalContractValue,ExpectedTermDate,FirstPaymentDate,LastPaymentDate
ID_OF92N6J,2018-01-22 11:45:59,2999,2018-01-22 00:00:00,40.0,FINANCED,DAILY,55,3,Male,46.0,Nyanza,Kisii,Government Employee,d_light,568,56964.0,2019-08-13 11:45:59,2018-01-22 12:13:31,2021-05-16 17:30:43
ID_61Z7MSF,2018-01-23 12:33:57,2999,,0.0,FINANCED,DAILY,55,3,Female,38.0,Nyanza,Homa Bay,Business,d_light,547,33084.0,2019-07-24 12:33:57,2018-01-23 12:34:20,2020-12-02 15:43:30
ID_N903O6R,2017-08-01 12:50:55,2000,,0.0,FINANCED,DAILY,40,7,Male,55.0,South Rift,Narok,Teacher,d_light,364,16560.0,2018-07-31 12:50:55,2017-08-01 12:51:18,2019-08-18 16:06:38
ID_YUGG0M2,2017-12-09 16:22:48,2000,,0.0,FINANCED,DAILY,40,7,Female,25.0,Western,Kakamega,Farmer,d_light,364,16560.0,2018-12-08 16:22:48,2017-12-09 16:22:33,2021-05-10 18:37:04
ID_X3HOMZC,2018-03-27 09:27:34,2500,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kwale,Teacher,d_light,556,33080.0,2019-10-04 09:27:34,2018-03-27 09:27:35,2020-02-07 17:25:14
ID_4NFERSW,2018-04-18 10:59:10,2999,2018-04-18 00:00:00,40.0,FINANCED,DAILY,55,3,Female,55.0,Nyanza,Siaya,Government Employee,d_light,568,56964.0,2019-11-07 10:59:10,2018-04-18 10:59:11,2020-01-19 18:07:15
ID_K78YZC5,2018-03-27 16:12:21,2500,,0.0,FINANCED,DAILY,55,3,Male,35.0,Coast Region,Kilifi,Driver/Motorbike Rider,d_light,556,33080.0,2019-10-04 16:12:21,2018-03-27 16:12:22,2020-02-27 16:38:58
ID_7SVLLVL,2018-04-11 15:33:31,2500,,0.0,FINANCED,DAILY,55,3,Female,23.0,South Rift,Narok,Farmer,d_light,556,33080.0,2019-10-19 15:33:31,2018-04-11 15:33:33,2021-01-02 04:25:38
ID_GQGL27L,2020-02-13 14:18:41,2400,,0.0,FINANCED,DAILY,50,3,Female,26.0,Nairobi Region,Nairobi City,Business,d_light,240,14400.0,2020-10-10 14:18:41,2020-02-13 14:18:48,2021-05-06 16:32:38
ID_EWA2NMZ,2020-01-16 10:28:20,2000,,0.0,FINANCED,DAILY,40,3,Male,27.0,South Rift,Nakuru,Driver/Motorbike Rider,d_light,270,12800.0,2020-10-12 10:28:20,2020-01-16 10:28:27,2021-01-19 10:55:46
ID_F9OJSLX,2017-07-31 07:32:44,2000,,0.0,FINANCED,DAILY,40,7,Female,25.0,Western,Bungoma,Teacher,d_light,364,16560.0,2018-07-30 07:32:44,2017-07-31 07:32:47,2018-08-06 16:19:30
ID_FCSZLU9,2017-10-28 12:57:01,2000,,0.0,FINANCED,DAILY,40,7,Male,41.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-10-27 12:57:01,2017-10-28 12:56:49,2018-11-07 10:53:12
ID_DACGSZ5,2020-02-07 16:20:20,2400,,0.0,FINANCED,DAILY,50,3,Female,56.0,Western,Bungoma,Teacher,d_light,240,14400.0,2020-10-04 16:20:20,2020-02-07 16:20:27,2021-04-30 16:21:24
ID_J680SIU,2020-02-13 16:07:43,2400,,0.0,FINANCED,DAILY,50,3,Female,32.0,Nyanza,Siaya,Farmer,d_light,240,14400.0,2020-10-10 16:07:43,2020-02-13 16:07:49,2021-01-27 16:36:59
ID_W05LCPI,2018-02-24 05:46:22,2999,,0.0,FINANCED,DAILY,55,3,Male,29.0,North Rift,Elgeyo/Marakwet,Other,d_light,547,33084.0,2019-08-25 05:46:22,2018-02-24 05:46:46,2021-05-24 14:58:56
ID_3N7JAJ0,2018-03-31 11:14:56,2500,,0.0,FINANCED,DAILY,55,3,Male,31.0,Nyanza,Siaya,Business,d_light,556,33080.0,2019-10-08 11:14:56,2018-03-31 11:14:59,2021-05-26 16:43:59
ID_I4DZ9XK,2017-08-22 15:18:29,2000,,0.0,FINANCED,DAILY,40,7,Male,34.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-08-21 15:18:29,2017-08-22 15:18:26,2019-09-11 13:27:03
ID_AXW3736,2017-10-20 04:02:21,2000,,0.0,FINANCED,DAILY,40,7,Male,28.0,North Rift,West Pokot,Business,d_light,364,16560.0,2018-10-19 04:02:21,2017-10-20 04:02:11,2019-10-26 06:12:40
ID_SFCNRIL,2020-01-10 17:09:33,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,Mount Kenya Region,Samburu,Other,d_light,270,12800.0,2020-10-06 17:09:33,2020-01-10 17:09:41,2021-01-24 02:36:52
ID_0APWQ5Q,2017-07-05 09:36:29,2000,,0.0,FINANCED,DAILY,40,7,Female,55.0,Nyanza,Kisumu,Farmer,d_light,364,16560.0,2018-07-04 09:36:29,2017-07-05 09:24:37,2019-09-07 08:41:16
ID_APZARXM,2017-07-05 16:00:27,2000,,0.0,FINANCED,DAILY,40,7,Male,31.0,Western,Kakamega,Teacher,d_light,364,16560.0,2018-07-04 16:00:27,2017-07-05 15:49:07,2021-01-09 19:23:53
ID_PTJE8XG,2018-03-24 16:44:25,2500,,0.0,FINANCED,DAILY,55,3,Female,41.0,North Rift,Nandi,Farmer,d_light,556,33080.0,2019-10-01 16:44:25,2018-03-24 16:44:29,2021-01-19 17:03:39
ID_AI7B5Y2,2018-03-11 14:44:33,2999,,0.0,FINANCED,DAILY,55,3,Male,26.0,,UNKNOWN,Labourer,d_light,547,33084.0,2019-09-09 14:44:33,2018-03-11 14:44:38,2021-03-20 15:28:02
ID_QE1B3E0,2020-01-17 13:55:37,2000,,0.0,FINANCED,DAILY,40,3,Male,37.0,Western,Kakamega,Farmer,d_light,270,12800.0,2020-10-13 13:55:37,2020-01-17 13:55:45,2020-11-02 09:01:37
ID_USZCZCW,2018-01-14 12:46:16,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,Nyanza,Kisumu,Farmer,d_light,364,16560.0,2019-01-13 12:46:16,2018-01-14 13:49:19,2020-09-01 09:44:26
ID_NC8JY36,2018-04-17 17:34:36,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Bomet,Farmer,d_light,556,33080.0,2019-10-25 17:34:36,2018-04-17 17:34:37,2020-04-19 16:13:10
ID_7461UVR,2018-04-25 11:31:32,2500,,0.0,FINANCED,DAILY,55,3,Male,30.0,Western,Bungoma,Other,d_light,556,33080.0,2019-11-02 11:31:32,2018-04-25 11:31:33,2020-12-31 20:12:36
ID_BJ4FD4O,2017-08-24 11:15:51,2000,,0.0,FINANCED,DAILY,40,7,Male,,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-08-23 11:15:51,2017-08-24 11:15:47,2018-08-28 06:01:36
ID_S71NQEL,2017-07-18 10:08:33,2000,,0.0,FINANCED,DAILY,40,7,Female,62.0,Nyanza,Siaya,Farmer,d_light,364,16560.0,2018-07-17 10:08:33,2017-07-18 10:08:40,2018-10-04 14:36:28
ID_D5Z2QBE,2018-02-15 18:00:33,2999,,0.0,FINANCED,DAILY,55,3,Male,27.0,Coast Region,Lamu,Business,d_light,547,33084.0,2019-08-16 18:00:33,2018-02-15 18:00:41,2020-08-24 18:20:10
ID_1QXVD9H,2020-01-08 09:46:16,2000,,0.0,FINANCED,DAILY,40,3,Female,42.0,Mount Kenya Region,Samburu,Business,d_light,270,12800.0,2020-10-04 09:46:16,2020-01-08 09:46:21,2021-04-13 07:45:23
ID_R3UQRD7,2020-01-22 18:31:17,2000,,0.0,FINANCED,DAILY,40,3,Female,27.0,South Rift,Nakuru,Farmer,d_light,270,12800.0,2020-10-18 18:31:17,2020-01-22 18:31:22,2021-05-24 15:59:25
ID_FPJOI4D,2018-02-13 16:02:58,2999,,0.0,FINANCED,DAILY,55,3,Female,45.0,North Rift,Uasin Gishu,Farmer,d_light,547,33084.0,2019-08-14 16:02:58,2018-02-13 16:03:07,2021-03-12 16:20:07
ID_QLR48HG,2017-07-19 14:33:27,2000,,0.0,FINANCED,DAILY,40,7,Female,60.0,North Rift,Baringo,Teacher,d_light,364,16560.0,2018-07-18 14:33:27,2017-07-19 14:33:21,2019-06-11 10:34:33
ID_K9BTVG0,2017-09-05 13:37:09,2000,,0.0,FINANCED,DAILY,40,7,Female,33.0,South Rift,Kericho,Farmer,d_light,364,16560.0,2018-09-04 13:37:09,2017-09-05 13:37:06,2018-10-11 05:21:36
ID_PSF33GN,2018-02-13 10:01:37,2999,,0.0,FINANCED,DAILY,55,3,Female,35.0,Coast Region,Taita/Taveta,Farmer,d_light,547,33084.0,2019-08-14 10:01:37,2018-02-13 10:01:50,2019-12-26 07:18:28
ID_351HZ1F,2017-07-15 13:32:04,2000,,0.0,FINANCED,DAILY,40,7,Female,36.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-07-14 13:32:04,2017-07-15 13:32:04,2018-10-20 15:53:24
ID_HYM9SK0,2017-09-19 15:09:24,2000,,0.0,FINANCED,DAILY,40,7,Female,56.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-09-18 15:09:24,2017-09-19 15:09:24,2018-09-24 15:41:35
ID_JOOTJFL,2017-07-26 16:09:58,2000,,0.0,FINANCED,DAILY,40,7,Female,42.0,Nairobi Region,Nairobi City,Farmer,d_light,364,16560.0,2018-07-25 16:09:58,2017-07-26 16:09:55,2019-05-04 14:20:53
ID_XI0ATKN,2017-07-22 07:27:45,2000,,0.0,FINANCED,DAILY,40,7,Male,47.0,South Rift,Kericho,Government Employee,d_light,364,16560.0,2018-07-21 07:27:45,2017-07-22 07:28:38,2021-05-22 16:52:54
ID_ZOSHKXV,2018-02-21 09:49:07,2999,,0.0,FINANCED,DAILY,55,3,Male,67.0,Mount Kenya Region,Meru,Farmer,d_light,547,33084.0,2019-08-22 09:49:07,2018-02-21 09:49:16,2021-05-17 16:27:46
ID_OT9KTRS,2017-09-01 04:18:04,2000,,0.0,FINANCED,DAILY,40,7,Male,38.0,Western,Bungoma,Labourer,d_light,364,16560.0,2018-08-31 04:18:04,2017-09-01 04:17:53,2021-05-23 15:22:53
ID_8QHD5QI,2017-10-16 11:41:36,2000,,0.0,FINANCED,DAILY,40,7,Female,,,UNKNOWN,Farmer,d_light,364,16560.0,2018-10-15 11:41:36,2017-10-16 11:41:43,2021-05-25 14:57:42
ID_GQSVN7N,2017-07-27 17:18:35,2000,,0.0,FINANCED,DAILY,40,7,Female,27.0,Nyanza,Nyamira,Farmer,d_light,364,16560.0,2018-07-26 17:18:35,2017-07-27 17:18:33,2018-09-07 16:52:50
ID_M5SLSY3,2017-08-01 12:54:42,2000,,0.0,FINANCED,DAILY,40,7,Male,32.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-07-31 12:54:42,2017-08-01 12:54:56,2018-08-02 16:03:54
ID_RH5C8D9,2020-02-11 11:41:28,2400,,0.0,FINANCED,DAILY,50,3,Male,23.0,North Rift,Nandi,Labourer,d_light,240,14400.0,2020-10-08 11:41:28,2020-02-11 11:41:33,2021-01-09 08:54:52
ID_1W7BPL6,2020-02-19 08:59:51,2400,,0.0,FINANCED,DAILY,50,3,Male,30.0,Coast Region,Mombasa,Labourer,d_light,240,14400.0,2020-10-16 08:59:51,2020-02-19 08:59:56,2021-05-13 04:08:12
ID_CGYDUOF,2017-07-20 15:33:12,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,North Rift,Baringo,Farmer,d_light,364,16560.0,2018-07-19 15:33:12,2017-07-20 15:33:12,2020-04-24 15:26:14
ID_NHKJRLM,2017-08-01 09:50:28,2000,,0.0,FINANCED,DAILY,40,7,Female,48.0,South Rift,Narok,Farmer,d_light,364,16560.0,2018-07-31 09:50:28,2017-08-01 09:50:37,2020-08-29 13:19:53
ID_GN03EZP,2018-03-26 14:31:36,2999,2018-03-26 00:00:00,40.0,FINANCED,DAILY,55,3,Male,,Western,Bungoma,Teacher,d_light,568,56964.0,2019-10-15 14:31:36,2018-03-26 14:31:37,2021-05-19 17:56:33
ID_VO1A76U,2018-04-26 07:02:52,2500,,0.0,FINANCED,DAILY,55,3,Male,45.0,Western,Kakamega,Business,d_light,556,33080.0,2019-11-03 07:02:52,2018-04-26 07:02:54,2020-05-11 15:49:16
ID_9ZJXVP5,2018-04-07 14:42:38,2500,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Business,d_light,556,33080.0,2019-10-15 14:42:38,2018-04-07 14:42:42,2021-01-22 17:09:29
ID_G2Q1PJN,2020-01-10 16:38:37,2000,,0.0,FINANCED,DAILY,40,3,Female,40.0,North Rift,Baringo,Farmer,d_light,270,12800.0,2020-10-06 16:38:37,2020-01-10 16:38:44,2021-01-22 14:27:12
ID_L2WCCFG,2018-04-24 12:57:11,2500,,0.0,FINANCED,DAILY,55,3,Female,42.0,South Rift,Kericho,Business,d_light,556,33080.0,2019-11-01 12:57:11,2018-04-24 12:57:12,2021-04-09 15:51:49
ID_CJT8A6C,2018-02-26 11:50:36,2999,,0.0,FINANCED,DAILY,55,3,Male,62.0,Nyanza,Siaya,Farmer,d_light,547,33084.0,2019-08-27 11:50:36,2018-02-26 11:50:51,2020-02-03 18:20:29
ID_G7A7QGS,2018-04-21 17:25:53,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kwale,Farmer,d_light,556,33080.0,2019-10-29 17:25:53,2018-04-21 17:25:55,2021-03-02 16:17:33
ID_E2JLMS9,2020-01-31 09:14:19,2000,,0.0,FINANCED,DAILY,40,3,Male,26.0,South Rift,Kericho,Driver/Motorbike Rider,d_light,270,12800.0,2020-10-27 09:14:19,2020-01-31 09:14:26,2021-05-07 15:08:05
ID_UMTI6L6,2017-10-05 11:16:59,2000,,0.0,FINANCED,DAILY,40,7,Male,58.0,South Rift,Kericho,Business,d_light,364,16560.0,2018-10-04 11:16:59,2017-10-05 11:16:51,2018-10-20 15:49:18
ID_LBHPXHL,2017-08-04 10:18:03,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,North Rift,Baringo,Farmer,d_light,364,16560.0,2018-08-03 10:18:03,2017-08-04 10:17:59,2019-01-12 19:43:18
ID_ZMS1FMJ,2017-08-05 11:00:55,2000,,0.0,FINANCED,DAILY,40,7,Male,53.0,Nairobi Region,Kajiado,Business,d_light,364,16560.0,2018-08-04 11:00:55,2017-08-05 11:00:41,2018-09-05 15:30:28
ID_S3XQQ6Q,2017-07-08 06:14:52,2000,,0.0,FINANCED,DAILY,40,7,Female,,Coast Region,Kilifi,Farmer,d_light,364,16560.0,2018-07-07 06:14:52,2017-07-08 06:02:56,2019-01-22 15:47:54
ID_IWO5LSP,2018-01-31 17:32:19,2999,,0.0,FINANCED,DAILY,55,3,Male,27.0,Nyanza,Kisii,Business,d_light,547,33084.0,2019-08-01 17:32:19,2018-01-31 17:32:25,2021-05-15 18:00:10
ID_C04EQ00,2018-04-20 17:05:28,2500,,0.0,FINANCED,DAILY,55,3,Male,34.0,Nairobi Region,Kitui,Business,d_light,556,33080.0,2019-10-28 17:05:28,2018-04-20 17:05:31,2020-08-19 14:57:04
ID_JXP0VMM,2020-01-21 18:45:21,2000,,0.0,FINANCED,DAILY,40,3,Male,31.0,Coast Region,Mombasa,Labourer,d_light,270,12800.0,2020-10-17 18:45:21,2020-01-21 18:45:26,2021-04-08 04:55:39
ID_KPVPF80,2017-08-18 08:01:09,2000,,0.0,FINANCED,DAILY,40,7,Male,35.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-08-17 08:01:09,2017-08-18 08:01:03,2019-07-15 17:36:01
ID_VF6ZR0Y,2018-04-19 08:55:55,2500,,0.0,FINANCED,DAILY,55,3,Female,,South Rift,Narok,Other,d_light,556,33080.0,2019-10-27 08:55:55,2018-04-19 08:55:57,2021-03-27 08:41:25
ID_G47RVMG,2020-02-16 05:02:31,2400,,0.0,FINANCED,DAILY,50,3,Male,24.0,Nyanza,Migori,Other,d_light,240,14400.0,2020-10-13 05:02:31,2020-02-16 05:02:40,2021-03-13 15:33:32
ID_OB9DFKX,2017-12-21 09:22:35,2000,,0.0,FINANCED,DAILY,40,7,Female,65.0,Nairobi Region,Kajiado,Farmer,d_light,364,16560.0,2018-12-20 09:22:35,2017-12-21 09:22:35,2019-01-05 16:45:55
ID_LI8D8ET,2018-03-21 15:09:58,2999,,0.0,FINANCED,DAILY,55,3,Female,33.0,Nyanza,Homa Bay,Business,d_light,547,33084.0,2019-09-19 15:09:58,2018-03-21 15:09:59,2020-04-06 09:10:34
ID_D6TB1CZ,2017-08-17 13:10:13,2000,,0.0,FINANCED,DAILY,40,7,Female,,Nyanza,Kisumu,Business,d_light,364,16560.0,2018-08-16 13:10:13,2017-08-17 13:10:20,2019-03-24 12:57:34
ID_H306BY9,2018-02-13 08:47:23,2999,,0.0,FINANCED,DAILY,55,3,Male,36.0,Mount Kenya Region,Embu,Business,d_light,547,33084.0,2019-08-14 08:47:23,2018-02-13 08:47:40,2019-10-14 14:48:42
ID_XTBSANO,2020-02-06 15:58:30,2400,,0.0,FINANCED,DAILY,50,3,Male,36.0,South Rift,Narok,Labourer,d_light,240,14400.0,2020-10-03 15:58:30,2020-02-06 15:58:37,2021-01-22 06:45:14
ID_VJVJUEJ,2018-03-10 16:00:26,2999,,0.0,FINANCED,DAILY,55,3,Female,51.0,,UNKNOWN,Farmer,d_light,547,33084.0,2019-09-08 16:00:26,2018-03-10 16:00:28,2020-11-17 12:24:32
ID_7Y498KK,2017-08-04 07:16:33,2000,,0.0,FINANCED,DAILY,40,7,Male,41.0,Nairobi Region,Kitui,Business,d_light,364,16560.0,2018-08-03 07:16:33,2017-08-04 07:16:34,2019-08-17 17:23:38
ID_J8W2Z5K,2020-01-26 07:17:41,2000,,0.0,FINANCED,DAILY,40,3,Female,31.0,Mount Kenya Region,Tharaka-Nithi,Labourer,d_light,270,12800.0,2020-10-22 07:17:41,2020-01-26 07:17:50,2020-12-05 13:08:19
ID_RUD6CTW,2018-03-30 09:04:30,2500,,0.0,FINANCED,DAILY,55,3,Male,58.0,Nyanza,Migori,Farmer,d_light,556,33080.0,2019-10-07 09:04:30,2018-03-30 09:04:32,2021-05-22 17:55:16
ID_E9MC4K9,2018-05-01 09:50:21,2500,,0.0,FINANCED,DAILY,55,3,Female,52.0,,UNKNOWN,Farmer,d_light,556,33080.0,2019-11-08 09:50:21,2018-05-01 09:50:21,2020-01-02 14:11:03
ID_WP9MHIV,2017-09-20 15:03:27,2000,,0.0,FINANCED,DAILY,40,7,Male,34.0,North Rift,West Pokot,Other,d_light,364,16560.0,2018-09-19 15:03:27,2017-09-20 15:03:23,2020-08-29 13:20:15
ID_XE36HD1,2018-04-11 13:25:09,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Other,d_light,556,33080.0,2019-10-19 13:25:09,2018-04-11 13:25:11,2021-04-14 05:24:45
ID_1V0BLRE,2017-07-30 13:35:54,2000,,0.0,FINANCED,DAILY,40,7,Female,34.0,Nyanza,Kisumu,Business,d_light,364,16560.0,2018-07-29 13:35:54,2017-07-30 13:35:37,2019-01-10 16:11:44
ID_TRT2O56,2018-03-01 16:22:32,2999,,0.0,FINANCED,DAILY,55,3,Male,26.0,South Rift,Bomet,Driver/Motorbike Rider,d_light,547,33084.0,2019-08-30 16:22:32,2018-03-01 16:22:34,2019-10-16 18:03:56
ID_XI3S72H,2017-09-05 05:49:47,2000,,0.0,FINANCED,DAILY,40,7,Male,47.0,Nyanza,Migori,Labourer,d_light,364,16560.0,2018-09-04 05:49:47,2017-09-05 05:49:46,2021-05-10 11:22:42
ID_A8HJVB1,2020-01-09 07:48:35,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,Mount Kenya Region,Embu,Labourer,d_light,270,12800.0,2020-10-05 07:48:35,2020-01-09 07:48:42,2021-05-19 05:52:19
ID_YFC532P,2017-09-04 13:56:50,2000,,0.0,FINANCED,DAILY,40,7,Male,47.0,Western,Kakamega,Labourer,d_light,364,16560.0,2018-09-03 13:56:50,2017-09-04 13:56:54,2018-10-15 18:30:02
ID_KIOYM8A,2018-02-25 14:13:44,2000,,0.0,FINANCED,DAILY,40,7,Male,28.0,North Rift,Uasin Gishu,Business,d_light,364,16560.0,2019-02-24 14:13:44,2018-02-25 14:13:56,2019-02-07 19:45:37
ID_3GB71NB,2018-01-13 07:32:28,2000,,0.0,FINANCED,DAILY,40,7,Male,28.0,North Rift,Baringo,Labourer,d_light,364,16560.0,2019-01-12 07:32:28,2018-01-13 07:31:40,2019-06-18 14:45:22
ID_6M4AQUO,2018-04-14 09:33:01,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Kericho,Business,d_light,556,33080.0,2019-10-22 09:33:01,2018-04-14 09:33:04,2019-12-07 19:18:11
ID_YHEWBJM,2020-01-09 09:52:51,2000,,0.0,FINANCED,DAILY,40,3,Male,56.0,North Rift,Baringo,Other,d_light,270,12800.0,2020-10-05 09:52:51,2020-01-09 09:52:57,2020-12-10 06:29:51
ID_44A4THG,2018-04-11 15:02:19,2500,,0.0,FINANCED,DAILY,55,3,Female,,South Rift,Narok,Business,d_light,556,33080.0,2019-10-19 15:02:19,2018-04-11 15:02:21,2020-02-07 17:37:40
ID_PI9QEEQ,2017-09-05 07:16:53,2000,,0.0,FINANCED,DAILY,40,7,Male,28.0,North Rift,Baringo,Business,d_light,364,16560.0,2018-09-04 07:16:53,2017-09-05 07:16:54,2020-01-21 17:29:39
ID_ED55KOP,2018-04-23 08:41:06,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Farmer,d_light,556,33080.0,2019-10-31 08:41:06,2018-04-23 08:41:07,2019-12-27 16:20:31
ID_80AYSQ3,2018-04-16 13:44:30,2999,2018-04-16 00:00:00,44.0,FINANCED,DAILY,55,3,Female,,North Rift,West Pokot,Farmer,d_light,621,64484.0,2019-12-28 13:44:30,2018-04-16 13:44:31,2021-02-09 16:47:06
ID_2BE7LCN,2017-08-29 08:21:58,2000,,0.0,FINANCED,DAILY,40,7,Female,68.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-08-28 08:21:58,2017-08-29 08:21:58,2018-10-25 11:45:12
ID_BB7M9HF,2018-01-27 12:38:55,2999,,0.0,FINANCED,DAILY,55,3,Male,34.0,,UNKNOWN,Government Employee,d_light,547,33084.0,2019-07-28 12:38:55,2018-01-27 12:39:10,2019-06-29 07:03:47
ID_HQ760Z9,2017-07-11 14:45:37,2000,,0.0,FINANCED,DAILY,40,7,Female,52.0,Western,Bungoma,Business,d_light,364,16560.0,2018-07-10 14:45:37,2017-07-11 14:33:28,2019-03-01 16:53:47
ID_ASAPP9K,2020-01-11 08:22:46,2000,,0.0,FINANCED,DAILY,40,3,Female,31.0,Nairobi Region,Nairobi City,Business,d_light,270,12800.0,2020-10-07 08:22:46,2020-01-11 08:22:54,2021-05-25 16:34:44
ID_1OLI26X,2018-02-18 13:27:36,2999,,0.0,FINANCED,DAILY,55,3,Male,,Nyanza,Migori,Labourer,d_light,547,33084.0,2019-08-19 13:27:36,2018-02-18 13:27:48,2020-09-07 16:42:11
ID_N5XT2WC,2018-04-21 11:36:13,2000,,0.0,FINANCED,DAILY,40,7,Male,30.0,Mount Kenya Region,Meru,Driver/Motorbike Rider,d_light,364,16560.0,2019-04-20 11:36:13,2018-04-21 11:36:16,2020-09-18 12:54:01
ID_GBUHPL5,2018-04-10 11:33:32,2500,,0.0,FINANCED,DAILY,55,3,Male,23.0,South Rift,Narok,Farmer,d_light,556,33080.0,2019-10-18 11:33:32,2018-04-10 11:33:33,2020-11-17 12:21:58
ID_LOZW6IL,2018-01-27 14:32:57,2999,2018-01-27 00:00:00,120.0,FINANCED,DAILY,55,3,Male,35.0,Nyanza,Siaya,Labourer,d_light,308,56964.0,2018-12-01 14:32:57,2018-01-27 14:33:08,2019-12-02 04:55:52
ID_FF4S9I4,2018-02-26 17:08:51,2999,,0.0,FINANCED,DAILY,55,3,Male,32.0,Mount Kenya Region,Meru,Farmer,d_light,547,33084.0,2019-08-27 17:08:51,2018-02-26 17:08:59,2021-05-09 19:33:33
ID_4CFNATH,2018-02-07 12:41:46,2999,,0.0,FINANCED,DAILY,55,3,Male,51.0,North Rift,Uasin Gishu,Farmer,d_light,547,33084.0,2019-08-08 12:41:46,2018-02-07 12:42:00,2021-05-14 18:53:22
ID_D4O13VU,2018-03-11 07:52:50,2999,,0.0,FINANCED,DAILY,55,3,Male,41.0,Mount Kenya Region,Garissa,Business,d_light,547,33084.0,2019-09-09 07:52:50,2018-03-11 07:52:54,2021-05-26 03:58:36
ID_KCA3XMV,2017-07-31 12:15:31,2000,,0.0,FINANCED,DAILY,40,7,Male,,South Rift,Narok,Other,d_light,364,16560.0,2018-07-30 12:15:31,2017-07-31 12:15:32,2019-05-21 14:27:48
ID_YI7OR49,2018-02-26 09:52:51,2999,,0.0,FINANCED,DAILY,55,3,Female,73.0,Nyanza,Homa Bay,Business,d_light,547,33084.0,2019-08-27 09:52:51,2018-02-26 09:52:57,2021-02-10 18:02:39
ID_SEX9FQ1,2017-07-05 13:31:05,2000,,0.0,FINANCED,DAILY,40,7,Male,43.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-07-04 13:31:05,2017-07-05 13:19:27,2018-09-27 15:21:16
ID_FOW1ZHM,2018-03-28 14:26:32,2500,,0.0,FINANCED,DAILY,55,3,Male,34.0,Nyanza,Kisumu,Business,d_light,556,33080.0,2019-10-05 14:26:32,2018-03-28 14:26:33,2021-05-26 18:43:10
ID_IF0QHR6,2018-03-05 14:22:41,2999,,0.0,FINANCED,DAILY,55,3,Male,35.0,Nyanza,Homa Bay,Business,d_light,547,33084.0,2019-09-03 14:22:41,2018-03-05 14:22:41,2021-05-11 18:31:45
ID_QP7V839,2018-04-19 14:30:14,2999,2018-04-19 00:00:00,40.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Driver/Motorbike Rider,d_light,568,56964.0,2019-11-08 14:30:14,2018-04-19 14:30:17,2020-08-07 17:27:53
ID_EAH9FRE,2020-01-22 10:02:49,2000,,0.0,FINANCED,DAILY,40,3,Male,22.0,North Rift,Elgeyo/Marakwet,Farmer,d_light,270,12800.0,2020-10-18 10:02:49,2020-01-22 10:02:55,2021-05-26 12:52:14
ID_WZ2VW9Z,2017-09-30 16:13:57,2000,,0.0,FINANCED,DAILY,40,7,Female,37.0,South Rift,Narok,Business,d_light,364,16560.0,2018-09-29 16:13:57,2017-09-30 16:14:19,2020-05-03 15:39:59
ID_X93D1UX,2017-07-31 08:27:02,2000,,0.0,FINANCED,DAILY,40,7,Male,56.0,Western,Bungoma,Teacher,d_light,364,16560.0,2018-07-30 08:27:02,2017-07-31 08:27:40,2020-11-10 05:39:36
ID_61NBVIV,2018-03-30 14:13:16,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Labourer,d_light,556,33080.0,2019-10-07 14:13:16,2018-03-30 14:13:19,2021-03-06 06:19:30
ID_FACMGBA,2020-01-24 18:16:28,2000,,0.0,FINANCED,DAILY,40,3,Female,42.0,Nyanza,Kisii,Farmer,d_light,270,12800.0,2020-10-20 18:16:28,2020-01-24 18:16:35,2020-12-08 07:55:00
ID_XFR48P3,2017-09-06 16:52:52,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Nyanza,Kisumu,Government Employee,d_light,364,16560.0,2018-09-05 16:52:52,2017-09-06 16:52:53,2018-09-21 17:10:15
